rank,record_id,company,location,city,phone,source,profile_url,company_normalized,category,has_phone,has_location,has_profile,lead_score,ml_cluster,priority
83,188,Novartis Facilities Management LLC More Info,"Novartis Facilities Management LLC More Info Location : UAE City : Dubai P.O Box : 334327 Phone : 04 39... 04 3918704 Products & Services : MEP Contracting , Painting Contractors , Cleaning And Janitorial Service , Read More...",Dubai,43918704.0,https://www.yellowpages-uae.com/uae/mep-contracting?page=2,/novartis-facilities-management-llc-128660?p=U2FsdGVkX1%252FiAGJBND%252BHtqZ6q2N6o9slDqpQf5u3UE4%253D,NOVARTIS FACILITIES MANAGEMENT MORE INFO,MEP,1,1,1,100.0,3,HIGH
84,186,Nexus Fueling Technical Services LLC More Info,"Nexus Fueling Technical Services LLC More Info City : Dubai Mobile : 058 8 ... 058 8037271 Products & Services : Mep Contracting , HVAC",Dubai,588037271.0,https://www.yellowpages-uae.com/uae/mep-contracting?page=2,/nexus-fueling-technical-services-llc-200363?p=U2FsdGVkX18CyBd4o8PcR4FNj2QqjUJpOZSMCSAn%252BeI%253D,NEXUS FUELING TECHNICAL SERVICES MORE INFO,MEP,1,1,1,100.0,3,HIGH
85,195,SCADA Systems (Scan Control and Data Communication Systems Establishment) More Info,"SCADA Systems (Scan Control and Data Communication Systems Establishment) More Info Location : M 02, Bldg 5766, Airport Rd City : Abu Dhabi P.O Box : 429 Phone : 02 63... 02 6328600 Products & Services : MEP Contracting , Contractors Electromechanical , Access Control System , Read More... Brands : INTEL Process Control Equipment | 3COM Computer Network Products | BROTHER Computer Accessories | Read More...",Abu Dhabi,26328600.0,https://www.yellowpages-uae.com/uae/mep-contracting?page=3,/scada-systems-scan-control-and-data-communication-systems-establishment-115175?p=U2FsdGVkX18qD47H3NJmVitydXA6EBbb7rsXnfGISSw%253D,SCADA SYSTEMS SCAN CONTROL AND DATA COMMUNICATION SYSTEMS ESTABLISHMENT MORE INFO,MEP,1,1,1,100.0,3,HIGH
86,193,Power On Building Contracting LLC More Info,"Power On Building Contracting LLC More Info Location : 2302, Palace Tower, Silicon Oasis City : Dubai P.O Box : 55602 Phone : 04 38... 04 3809355 Products & Services : MEP Contracting , Contractors Electromechanical , Building Contractors , Read More...",Dubai,43809355.0,https://www.yellowpages-uae.com/uae/mep-contracting?page=3,/power-on-building-contracting-llc-152256?p=U2FsdGVkX193Hsq1z3vcYCekqKKCtT7A5urCTMy53xY%253D,POWER ON BUILDING CONTRACTING MORE INFO,MEP,1,1,1,100.0,3,HIGH
87,194,Prime Global Technical Services LLC More Info,"Prime Global Technical Services LLC More Info Location : Nasser Lootah Building, Damascus Street, Al Qusais City : Dubai P.O Box : 26683 Phone : 04 23... 04 2345978 Mobile : 056 5 ... 056 5028961 Products & Services : MEP Contracting , MEP Services",Dubai,42345978.0,https://www.yellowpages-uae.com/uae/mep-contracting?page=3,/prime-global-technical-services-llc-161443?p=U2FsdGVkX1%252FPbpBpOrdUa2u0GjNJ%252Fer5iAmZPUgGygU%253D,PRIME GLOBAL TECHNICAL SERVICES MORE INFO,MEP,1,1,1,100.0,3,HIGH
88,154,Al Bedaya Al Naajiha More Info,"Al Bedaya Al Naajiha More Info Location : Office Number 1/521, 1st Floor, Plot Number 55, Bin Dasmal Building, Above Al Masaraf Bank, Sheikh Z City : Dubai P.O Box : 500001 Mobile : 052 6 ... 052 6890505 Products & Services : MEP Contracting , Facilities Management",Dubai,526890505.0,https://www.yellowpages-uae.com/uae/mep-contracting,/al-bedaya-al-naajiha-192644?p=U2FsdGVkX19Gt5UYkUvq8uLPUwqrJ%252FDD%252BcaEbVdHflI%253D,AL BEDAYA AL NAAJIHA MORE INFO,MEP,1,1,1,100.0,3,HIGH
89,153,180 Degree MEP Electromechanical Contracting LLC More Info,180 Degree MEP Electromechanical Contracting LLC More Info Location : Mussafah M45 City : Abu Dhabi P.O Box : 133245 Phone : 050 7... 050 7081412 Mobile : 050 7 ... 050 7081412 Products & Services : MEP Contracting,Abu Dhabi,507081412.0,https://www.yellowpages-uae.com/uae/mep-contracting,/180-degree-mep-electromechanical-contracting-llc-200561?p=U2FsdGVkX180kWwuuXc2NagEQFaZpKhqVOnUVi27e8w%253D,180 DEGREE MEP ELECTROMECHANICAL CONTRACTING MORE INFO,MEP,1,1,1,100.0,3,HIGH
90,152,Exact Fit Technical Services LLC More Info,"Exact Fit Technical Services LLC More Info Location : 4th Floor, Galadari Business Center, Dubai Production City City : Dubai Mobile : 054 2 ... 054 2762706 , 054 3 054 3346576 Products & Services : MEP Contracting , MEP Contractors , Plastering Contractors , Read More...",Dubai,542762706.0,https://www.yellowpages-uae.com/uae/mep-contracting,/exact-fit-technical-services-llc-200657?p=U2FsdGVkX1%252Fn8kHztbjZJRTxz%252FDGUFKCTJHY4CEFUfI%253D,EXACT FIT TECHNICAL SERVICES MORE INFO,MEP,1,1,1,100.0,3,HIGH
91,151,Buildfy General Contracting LLC OPC More Info,"Buildfy General Contracting LLC OPC More Info Location : Office 4, C47, M10, Mussafah City : Abu Dhabi P.O Box : 133565 Mobile : 052 2 ... 052 2780256 , 056 7 056 7472870 Products & Services : MEP Contracting , MEP Works , MEP Contractors , Read More...",Abu Dhabi,522780256.0,https://www.yellowpages-uae.com/uae/mep-contracting,/buildfy-general-contracting-llc-opc-195316?p=U2FsdGVkX19zNsyX9btdMrkx1N27nfSXHr0ldZUXYNM%253D,BUILDFY GENERAL CONTRACTING OPC MORE INFO,MEP,1,1,1,100.0,3,HIGH
92,150,Prince Paul Building Contracting LLC More Info,"Prince Paul Building Contracting LLC More Info Location : Room 412, Midfa Building, Damascus Street, Al Qusais Industrial Area 4 City : Dubai Phone : 04 32... 04 3234231 Mobile : 052 8 ... 052 8226638 , 052 8 052 8061969 Products & Services : MEP Contracting , Steel Construction Contracting , MEP Contractors , Read More...",Dubai,43234231.0,https://www.yellowpages-uae.com/uae/mep-contracting,/prince-paul-building-contracting-llc-197081?p=U2FsdGVkX1%252Fm5LuYe03kesjL0IHEhj%252BXafdp2uWE88I%253D,PRINCE PAUL BUILDING CONTRACTING MORE INFO,MEP,1,1,1,100.0,3,HIGH
93,149,New Age General Contracting LLC (NET Interiors) More Info,"New Age General Contracting LLC (NET Interiors) More Info Location : MW4, Mussafah City : Abu Dhabi Phone : 02 66... 02 6662360 Mobile : 056 5 ... 056 5481753 Products & Services : MEP Contracting , Contractors Electromechanical , MEP Contractors , Read More...",Abu Dhabi,26662360.0,https://www.yellowpages-uae.com/uae/mep-contracting,/new-age-general-contracting-llc-net-interiors-151785?p=U2FsdGVkX19z0Cnm2a7Tu%252BTn2OWL%252FqQZrX7XqFCSXg8%253D,NEW AGE GENERAL CONTRACTING NET INTERIORS MORE INFO,MEP,1,1,1,100.0,3,HIGH
94,148,Power Way Electromechanical Contracting Established: 2015 | More Info,"Power Way Electromechanical Contracting Established: 2015 | More Info Location : 203, Sheikh Faisal Building, Al Nakheel Street, Al Nakheel City : Ras Al Khaimah P.O Box : 36527 Phone : 07 23... 07 2356848 Mobile : 056 8 ... 056 8389996 Products & Services : MEP Contracting , Infrastructure MEP Contractors , MEP Contractors , Read More...",Ras Al Khaimah,72356848.0,https://www.yellowpages-uae.com/uae/mep-contracting,/power-way-electromechanical-contracting-179763?p=U2FsdGVkX19fd9CbJyb4XpkzDz3yMA9VaKSQYa2UuQc%253D,POWER WAY ELECTROMECHANICAL CONTRACTING ESTABLISHED 2015 MORE INFO,MEP,1,1,1,100.0,3,HIGH
95,179,J & J Group Of Companies More Info,"J & J Group Of Companies More Info Location : 104, 1st Floor, Buhaira Building, Buhaira Corniche City : Sharjah P.O Box : 36461 Phone : 06 56... 06 5628804 Mobile : 050 6 ... 050 6355482 Products & Services : MEP Contracting , MEP Contractors , Plumbing Contractors , Read More...",Sharjah,65628804.0,https://www.yellowpages-uae.com/uae/mep-contracting?page=2,/j-j-group-of-companies-180007?p=U2FsdGVkX18MMZpwoJifM6hQA1JbAI6AjvJLNg73fq8%253D,J J GROUP OF COMPANIES MORE INFO,MEP,1,1,1,100.0,3,HIGH
96,178,INFORCE Technical Services LLC More Info,"INFORCE Technical Services LLC More Info Location : International City City : Dubai Phone : 04 58... 04 5844775 Mobile : 055 3 ... 055 3179134 Products & Services : MEP Contracting , Contractors Electromechanical",Dubai,45844775.0,https://www.yellowpages-uae.com/uae/mep-contracting?page=2,/inforce-technical-services-llc-177669?p=U2FsdGVkX18lbPqIueePxOFguMxTDYCRIjXzUrorU1g%253D,INFORCE TECHNICAL SERVICES MORE INFO,MEP,1,1,1,100.0,3,HIGH
97,177,High Uptime General Maintenance & MEP Contracting More Info,"High Uptime General Maintenance & MEP Contracting More Info Location : Office No. 823, Falcon Tower, Hamdan Street City : Abu Dhabi Phone : 055 5... 055 5505928 Mobile : 055 5 ... 055 5505928 Products & Services : MEP Contracting , General Contracting",Abu Dhabi,555505928.0,https://www.yellowpages-uae.com/uae/mep-contracting?page=2,/high-uptime-general-maintenance-mep-contracting-201041?p=U2FsdGVkX18sDpQV%252BrefP9B7%252FIiaEu1Ns1UAaLA%252FeZ4%253D,HIGH UPTIME GENERAL MAINTENANCE MEP CONTRACTING MORE INFO,MEP,1,1,1,100.0,3,HIGH
98,176,Harris International Facilities Management More Info,"Harris International Facilities Management More Info Location : Office no – 1403, Al Otaiba Tower, Electra Street City : Abu Dhabi Mobile : 054 7 ... 054 7968649 Products & Services : MEP Contracting , MEP Works , MEP Contractors , Read More...",Abu Dhabi,547968649.0,https://www.yellowpages-uae.com/uae/mep-contracting?page=2,/harris-international-facilities-management-179591?p=U2FsdGVkX18sz42Yr7xSzNcEt9oR%252B3t7gXSGibcyvWk%253D,HARRIS INTERNATIONAL FACILITIES MANAGEMENT MORE INFO,MEP,1,1,1,100.0,3,HIGH
99,175,Emzone Technical Services LLC More Info,"Emzone Technical Services LLC More Info Location : Office 20, 2nd Floor, Mohd Saeedi Business Center, Al Hanaa Center, Al Satwa City : Dubai Mobile : 050 8 ... 050 8455145 Products & Services : MEP Contracting , MEP Works , MEP Contractors , Read More...",Dubai,508455145.0,https://www.yellowpages-uae.com/uae/mep-contracting?page=2,/emzone-technical-services-llc-194583?p=U2FsdGVkX19w0zewMc6eE33kCQPVMZkoszoG3kphLkM%253D,EMZONE TECHNICAL SERVICES MORE INFO,MEP,1,1,1,100.0,3,HIGH
100,174,Elanday Technical Services LLC More Info,"Elanday Technical Services LLC More Info Location : Office Number 517 G-01, Al Khabaisi, Abu Hail City : Dubai Mobile : 050 1 ... 050 1065814 Products & Services : MEP Contracting , MEP Services",Dubai,501065814.0,https://www.yellowpages-uae.com/uae/mep-contracting?page=2,/elanday-technical-services-llc-197198?p=U2FsdGVkX18Y63nDZiIU3%252FpFYab7e0TuQu8vEgXxwCk%253D,ELANDAY TECHNICAL SERVICES MORE INFO,MEP,1,1,1,100.0,3,HIGH
